144	0
-127.4451661	-104.5915448
43.16348987	216.9975172
139.6581474	-261.2820165
-339.3104339	140.5469836
394.6060422	119.7024342
-231.5044883	-346.4709513
-36.92268336	374.8822954
212.8865751	-212.8865751
-207.3397935	20.42118723
101.2196635	67.63281687
-18.23557148	-60.11462284
-17.54566417	42.35898039
65.4965279	-35.00862353
-137.559327	-27.3622514
144.1992492	175.7072936
0	-314.8759211
-243.4645291	296.6623871
412.5829073	-82.06784284
-370.9504241	-198.2771326
148.1617757	357.6941683
95.84712983	-315.9656426
-218.1816851	145.7843412
194.8604324	19.19207745
-98.19819987	-98.19819987
9.359369903	95.02727734
36.33878222	-54.38483088
-44.02671297	13.35535737
31.77912367	13.16334402
-13.73716227	-25.70042297
-6.039960702	30.36493297
32.65845548	-26.80210176
-65.68535592	0
79.24555959	65.03515002
-29.49662472	-148.2895463
-97.54605157	182.4958266
242.355876	-100.3870907
-295.649865	-89.68440606
188.5533399	282.190015
34.21091517	-347.3492508
-238.4544062	238.4544062
305.8306947	-30.12169431
-220.8692638	-147.5801238
63.82983394	210.418763
67.80696673	-163.7004987
-125.7340976	67.20627532
115.8627313	23.04653017
-65.41130242	-79.70390261
0	94.64018736
56.46776274	-68.80616798
-81.29607883	16.1707955
65.48134902	35.00051025
-24.01380494	-57.97445358
-14.38905978	47.43437314
30.59373781	-20.44208206
-26.54969077	-2.614916302
14.80098671	14.80098671
-1.989071677	-20.19538365
-13.5620237	20.29700283
30.6446234	-9.295944879
-38.17540593	-15.81277089
23.74061076	44.41555874
11.20645795	-56.33866861
-47.41811354	38.91504008
61.45584412	0
-44.68980966	-36.67597895
9.953678062	50.04051881
19.87154258	-37.17704131
-30.10980537	12.47188975
22.77245263	6.907947984
-9.493891442	-14.20861264
-1.311455665	13.31543282
9.18929855	-9.18929855
-15.51780891	1.528370777
16.82901647	11.2447893
-7.446887729	-24.54909887
-11.6886664	28.21893694
29.96488207	-16.01656315
-34.9597496	-6.953926556
22.80860049	27.79236011
0	-35.88811698
-23.27361838	28.35898606
38.6571993	-7.689395028
-39.31282089	-21.01314055
19.85397384	47.93173292
17.48894521	-57.65332589
-56.5838855	37.80814354
73.19502005	7.209080244
-53.26564695	-53.26564695
7.125537074	72.34679201
36.5794496	-54.74501506
-53.36257048	16.18735878
40.64803215	16.8369662
-15.18292223	-28.4052496
-4.254704807	21.38984551
10.57720114	-8.680484643
-8.099572022	0
3.713925315	3.047939737
-0.63227265	-3.178649265
-1.321069428	2.471547063
2.801462761	-1.16040387
-3.549380768	-1.076692885
2.672352699	3.99945845
0.626117143	-6.357074031
-5.957855753	5.957855753
10.6870915	-1.05258664
-10.77803969	-7.201655881
4.247838672	14.00324745
5.865398269	-14.16032405
-13.05421946	6.977625672
12.8376255	2.553562479
-6.657872202	-8.112640751
0	7.516685036
2.982001192	-3.633578966
-2.442828114	0.485908723
0.988790432	0.528519497
-0.22256194	-0.537312055
-0.191693949	0.631930263
0.867397717	-0.579576625
-1.419823681	-0.139840427
1.13650391	1.13650391
-0.148925676	-1.512067759
-0.677080577	1.013322694
0.791115825	-0.239982362
-0.429803748	-0.178030542
0.098250854	0.183814419
0.0133271	-0.066999854
-0.009715612	0.007973397
0	0
-0.009480052	-0.007780077
0.012688641	0.063790108
0.091274936	-0.170763395
-0.389597628	0.161376621
0.699698022	0.212251075
-0.584288511	-0.874449552
-0.125390118	1.27310723
0.933598401	-0.933598401
-1.137905163	0.112073876
0.678200051	0.453158786
-0.146217577	-0.482014753
-0.16560589	0.399807987
0.717700458	-0.383618887
-1.729516242	-0.34402217
2.059250963	2.509204558
0	-5.062590183
-4.373209657	5.328771385
8.223177452	-1.635691694
-8.153909338	-4.358355343
3.572239376	8.62414875
2.522350056	-8.315073784
-6.239298499	4.168965973
6.030823117	0.593984232
-3.277091942	-3.277091942
0.335655947	3.407972026
1.396140631	-2.089472113
-1.806920755	0.548123418
1.389552308	0.575571412
-0.638365646	-1.194298122
-0.297611838	1.496195748
1.702655665	-1.397333392
-3.61615673	0
4.598209962	3.773653392
-1.80077444	-9.05310446
-6.255379622	11.70299214
16.29972747	-6.75156818
-20.82339941	-6.316709154
13.8884915	20.78559641
